"id","pair_id","close_date","open_date","high_date","low_date","open","close","low","high","current_price","ema200","histogram_macd","rsi","macd","signal_macd","volume","avg_volume","code"
"526","22",NULL,"2018-12-10 00:00:00",NULL,NULL,"3548.49","3228.67","3156.26","3610",NULL,"6922.229","-309.389","17.068","-914.808","-605.419","836152010.4252874","1229955622.139","1544400000000"
"527","22",NULL,"2018-12-17 00:00:00",NULL,NULL,"3229.22","3929.71","3216","4139.99",NULL,"6804.876","-268.676","24.428","-941.264","-672.588","1847570818.3619862","1257957340.889","1545004800000"
"528","22",NULL,"2018-12-24 00:00:00",NULL,NULL,"3929.71","3801.91","3535","4198",NULL,"6687.112","-231.097","20.706","-961.46","-730.362","1265644273.2709773","1234757396.223","1545609600000"
"529","22",NULL,"2018-12-31 00:00:00",NULL,NULL,"3803.12","3987.6","3630.33","4027.71",NULL,"6581.249","-176.921","23.946","-951.513","-774.593","814657329.2561297","1179228204.57","1546214400000"
"530","22",NULL,"2019-01-07 00:00:00",NULL,NULL,"3987.62","3476.81","3441.3","4069.8",NULL,"6459.506","-159.225","21.796","-973.624","-814.399","927969289.1543045","1178953587.597","1546819200000"
"531","22",NULL,"2019-01-14 00:00:00",NULL,NULL,"3477.56","3539.28","3467.02","3720",NULL,"6344.988","-128.375","23.833","-974.868","-846.493","716452001.8777007","1153780958.282","1547424000000"
"532","22",NULL,"2019-01-21 00:00:00",NULL,NULL,"3539.26","3550.84","3434.85","3662.94",NULL,"6235.413","-93.855","20.269","-963.811","-869.956","549194588.0437918","1090531658.439","1548028800000"
"533","22",NULL,"2019-01-28 00:00:00",NULL,NULL,"3550.05","3458.11","3349.92","3557.75",NULL,"6126.499","-65.284","20.298","-951.562","-886.277","642262558.3385054","1101119667.024","1548633600000"
"534","22",NULL,"2019-02-04 00:00:00",NULL,NULL,"3458.11","3680.06","3373.1","3733.58",NULL,"6030.56","-21.71","23.638","-913.415","-891.705","696930950.5751894","1118073765.302","1549238400000"
"535","22",NULL,"2019-02-11 00:00:00",NULL,NULL,"3679.75","3667.58","3568.11","3700.11",NULL,"5937.895","14.072","23.743","-874.115","-888.187","608476271.5498095","1126237324.763","1549843200000"
"536","22",NULL,"2019-02-18 00:00:00",NULL,NULL,"3667.62","3743.56","3655","4198",NULL,"5851.842","48.709","29.085","-827.301","-876.01","1179944577.934646","1125278877.622","1550448000000"
"537","22",NULL,"2019-02-25 00:00:00",NULL,NULL,"3743.56","3807.75","3677.17","3888",NULL,"5771.682","79.947","45.478","-776.075","-856.023","726304516.1142129","1018037079.364","1551052800000"
"538","22",NULL,"2019-03-04 00:00:00",NULL,NULL,"3807.32","3916.82","3670.69","3971.75",NULL,"5698.942","110.101","46.072","-718.396","-828.497","799736773.6725284","935288934.276","1551657600000"
"539","22",NULL,"2019-03-11 00:00:00",NULL,NULL,"3915.99","3981.14","3810.43","4056.98",NULL,"5631.577","134.887","58.522","-659.888","-794.776","725510328.9612997","881200449.11","1552262400000"
"540","22",NULL,"2019-03-18 00:00:00",NULL,NULL,"3981.85","3992.18","3880.01","4069.32",NULL,"5567.287","151.302","66.959","-605.648","-756.95","624615988.9141761","866090733.288","1552867200000"
"541","22",NULL,"2019-03-25 00:00:00",NULL,NULL,"3991.35","4103.95","3888.71","4140",NULL,"5509.901","167.693","55.242","-547.334","-715.027","715252731.25725","785210869.923","1553472000000"
"542","22",NULL,"2019-04-01 00:00:00",NULL,NULL,"4102.44","5170.27","4067","5275.01",NULL,"5496.583","243.744","76.311","-410.346","-654.091","2046260260.7283068","840969154.741","1554076800000"
"543","22",NULL,"2019-04-08 00:00:00",NULL,NULL,"5170.27","5131.3","4861.22","5422",NULL,"5482.258","282.111","73.306","-301.452","-583.563","1271184321.404522","873578225.609","1554681600000"
"544","22",NULL,"2019-04-15 00:00:00",NULL,NULL,"5131.28","5256.14","4950","5333.42",NULL,"5473.39","304.657","93.027","-202.742","-507.399","875025579.9790536","869796532.096","1555286400000"
"545","22",NULL,"2019-04-22 00:00:00",NULL,NULL,"5257.41","5307.52","5102","5600",NULL,"5466.886","310.722","92.989","-118.996","-429.718","1329057592.8265839","913554074.307","1555891200000"
"546","22",NULL,"2019-04-29 00:00:00",NULL,NULL,"5309.81","5775.62","5178.8","5900",NULL,"5478.993","332.026","94.263","-14.686","-346.712","1069857115.7025937","950744254.854","1556496000000"
"547","22",NULL,"2019-05-06 00:00:00",NULL,NULL,"5773.18","6967.31","5619.14","7521.78",NULL,"5537.358","407.185","98.576","162.27","-244.916","2043227205.8384933","1050813158.247","1557100800000"
"548","22",NULL,"2019-05-13 00:00:00",NULL,NULL,"6968.24","8148.48","6870","8366",NULL,"5639.755","510.561","98.875","393.285","-117.275","3556014747.6342974","1255033429.466","1557705600000"
"549","22",NULL,"2019-05-20 00:00:00",NULL,NULL,"8147.94","8614.43","7461","8740",NULL,"5756.409","579.395","99.224","606.968","27.573","2706217167.1788926","1404872064.868","1558310400000"
"550","22",NULL,"2019-05-27 00:00:00",NULL,NULL,"8612.54","8725.98","8005","9074.26",NULL,"5872.863","599.034","99.23","776.365","177.332","2508992950.9444757","1499804091.511","1558915200000"
"551","22",NULL,"2019-06-03 00:00:00",NULL,NULL,"8726","7628.13","7444.58","8800.95",NULL,"5941.697","508.262","81.345","812.659","304.397","2321265141.037009","1613729850.434","1559520000000"
"552","22",NULL,"2019-06-10 00:00:00",NULL,NULL,"7627.57","8953.33","7511","9333",NULL,"6059.8","506.519","84.449","937.546","431.027","2290974623.73244","1720246839.724","1560124800000"
"553","22",NULL,"2019-06-17 00:00:00",NULL,NULL,"8953","10906.07","8950","11392.64",NULL,"6249.85","599.565","87.641","1180.483","580.918","3761392791.593737","1937095587.055","1560729600000"
"554","22",NULL,"2019-06-24 00:00:00",NULL,NULL,"10905.95","10854.1","10525.1","13970",NULL,"6430.409","617.841","87.134","1353.219","735.378","8152194088.574193","2474779737.031","1561334400000"
"555","22",NULL,"2019-07-01 00:00:00",NULL,NULL,"10854.1","11406.24","9727","12000",NULL,"6625.539","625.44","87.719","1517.178","891.738","5704614704.935866","2831162735.151","1561939200000"
"556","22",NULL,"2019-07-08 00:00:00",NULL,NULL,"11410","10174.18","10103","13147.08",NULL,"6764.702","510.659","75.412","1530.062","1019.403","6013145209.00872","3114511660.028","1562544000000"
"557","22",NULL,"2019-07-15 00:00:00",NULL,NULL,"10174.18","10589.45","9060","11100",NULL,"6914.692","429.155","76.698","1555.846","1126.692","4956031258.620161","3377715012.686","1563148800000"
"558","22",NULL,"2019-07-22 00:00:00",NULL,NULL,"10590.15","9541.54","9165","10683.16",NULL,"7017.706","278.425","69.226","1474.723","1196.298","2669509015.232091","3505892400.919","1563753600000"
"559","22",NULL,"2019-07-29 00:00:00",NULL,NULL,"9541.54","10929.23","9395","11040",NULL,"7171.099","247.009","72.521","1505.059","1258.05","2646182927.6158624","3599972781.975","1564358400000"
"560","22",NULL,"2019-08-05 00:00:00",NULL,NULL,"10929.99","11549.97","10927.8","12330.7",NULL,"7342.819","242.513","72.853","1561.192","1318.678","4345174154.729532","3833923999.048","1564963200000"
"561","22",NULL,"2019-08-12 00:00:00",NULL,NULL,"11539.08","10306.78","9750","11577.89",NULL,"7459.053","135.623","63.163","1488.207","1352.584","2598294179.2324157","3873571640.005","1565568000000"
"562","22",NULL,"2019-08-19 00:00:00",NULL,NULL,"10306.17","10142.69","9762","10949.96",NULL,"7564.294","38.714","58.545","1400.976","1362.263","2394985938.283767","3790641010.766","1566172800000"
"563","22",NULL,"2019-08-26 00:00:00",NULL,NULL,"10142.69","9724.98","9320","10604",NULL,"7649.026","-63.133","54.779","1283.346","1346.479","2087949081.1662169","3746479004.622","1566777600000"
"564","22",NULL,"2019-09-02 00:00:00",NULL,NULL,"9723.59","10381.18","9712.5","10905.87",NULL,"7756.17","-94.058","56.803","1228.907","1322.965","2937882776.0814943","3777113992.132","1567382400000"
"565","22",NULL,"2019-09-09 00:00:00",NULL,NULL,"10381.24","10302.01","9880","10480",NULL,"7856.007","-125.624","61.995","1165.935","1291.559","2120624279.6818721","3762782502.035","1567987200000"
"566","22",NULL,"2019-09-16 00:00:00",NULL,NULL,"10303.34","10028.87","9653","10355",NULL,"7941.217","-168.03","55.328","1081.522","1249.551","1906343743.6461415","3735308867.743","1568592000000"
"567","22",NULL,"2019-09-23 00:00:00",NULL,NULL,"10028.05","8043.82","7750","10049.99",NULL,"7945.24","-323.873","35.867","844.709","1168.583","3105752375.229093","3688477409.431","1569196800000"
"568","22",NULL,"2019-09-30 00:00:00",NULL,NULL,"8043.04","7854.25","7710","8500",NULL,"7941.672","-427.327","35.386","634.424","1061.751","1946744856.5708692","3245231035.717","1569801600000"
"569","22",NULL,"2019-10-07 00:00:00",NULL,NULL,"7855.3","8275.01","7762","8779.51",NULL,"7954.744","-452.596","34.549","496.006","948.602","2342638084.5951705","3005089848.55","1570406400000"
"570","22",NULL,"2019-10-14 00:00:00",NULL,NULL,"8275.24","8223.35","7816.01","8403",NULL,"7965.278","-456.654","39.104","377.785","834.439","1772929260.8662167","2702217280.825","1571011200000"
"571","22",NULL,"2019-10-21 00:00:00",NULL,NULL,"8223.35","9529.93","7300","10370",NULL,"8026.637","-359.483","44.618","385.085","744.568","4412131949.683102","2663367330.187","1571616000000"
"572","22",NULL,"2019-10-28 00:00:00",NULL,NULL,"9528.23","9194.71","8913","9902.1",NULL,"8072.444","-307.915","48.101","359.675","667.589","3288114749.75205","2707553454.081","1572220800000"
"573","22",NULL,"2019-11-04 00:00:00",NULL,NULL,"9196.46","9039.47","8696","9513.68",NULL,"8110.366","-275.444","38.037","323.284","598.728","2687414282.870266","2710498550.885","1572825600000"
"574","22",NULL,"2019-11-11 00:00:00",NULL,NULL,"9040.16","8502.4","8350.68","9072.32",NULL,"8125.74","-280.387","30.501","248.245","528.631","2074354316.3498197","2548297133.858","1573430400000"
"575","22",NULL,"2019-11-18 00:00:00",NULL,NULL,"8502.87","6903.28","6790","8503.52",NULL,"8077.8","-375.657","29.172","59.06","434.717","3194974913.596575","2590917186.312","1574035200000"
"576","22",NULL,"2019-11-25 00:00:00",NULL,NULL,"6900.23","7390.89","6515","7850",NULL,"8050.863","-388.524","33.802","-50.938","337.586","3668731159.5846167","2681898987.834","1574640000000"
"577","22",NULL,"2019-12-02 00:00:00",NULL,NULL,"7391.5","7510.11","7067","7750",NULL,"8029.657","-371.691","36.487","-127.027","244.664","2440852073.6477933","2707106344.44","1575244800000"
"578","22",NULL,"2019-12-09 00:00:00",NULL,NULL,"7510.11","7118.59","7008.35","7650",NULL,"7993.929","-368.872","29.431","-216.426","152.446","1829594877.0505176","2627942923.08","1575849600000"
"579","22",NULL,"2019-12-16 00:00:00",NULL,NULL,"7119.6","7501.44","6435","7518.54",NULL,"7974.615","-324.725","32.995","-253.461","71.264","2377549933.3807735","2646294755.487","1576454400000"
"580","22",NULL,"2019-12-23 00:00:00",NULL,NULL,"7500.71","7388.24","7076.42","7695.38",NULL,"7951.62","-287.906","33.649","-288.618","-0.712","1960970043.822613","2650196634.071","1577059200000"
"581","22",NULL,"2019-12-30 00:00:00",NULL,NULL,"7388.43","7358.75","6871.04","7495",NULL,"7928.37","-251.612","44.402","-315.227","-63.615","1751045575.9710777","2553431862.696","1577664000000"
"582","22",NULL,"2020-01-06 00:00:00",NULL,NULL,"7357.64","8184.98","7346.76","8455",NULL,"7938.434","-162.365","52.448","-266.572","-104.206","3978362245.8603864","2698547390.502","1578268800000"
"583","22",NULL,"2020-01-13 00:00:00",NULL,NULL,"8184.97","8701.7","8055.89","9198.98",NULL,"7968.366","-63.99","53.114","-184.194","-120.204","4075229206.683569","2822303899.223","1578873600000"
"584","22",NULL,"2020-01-20 00:00:00",NULL,NULL,"8701.72","8615","8238","8818",NULL,"7993.724","-3.413","52.843","-124.47","-121.057","2139257584.5757425","2848470208.059","1579478400000"
"585","22",NULL,"2020-01-27 00:00:00",NULL,NULL,"8614.39","9331.51","8535","9578",NULL,"8046.186","81.564","48.424","-19.102","-100.666","3344610390.0331926","2772218668.084","1580083200000"
"586","22",NULL,"2020-02-03 00:00:00",NULL,NULL,"9331.59","10151.75","9093.01","10166",NULL,"8128.757","183.814","57.056","129.102","-54.712","3508270140.595099","2787944053.144","1580688000000"
"587","22",NULL,"2020-02-10 00:00:00",NULL,NULL,"10151.72","9917.27","9638.12","10500",NULL,"8198.895","223.801","56.397","225.039","1.238","4316211115.182318","2904286684.024","1581292800000"
"588","22",NULL,"2020-02-17 00:00:00",NULL,NULL,"9910.7","9936.4","9350","10250",NULL,"8267.032","238.342","61.304","299.166","60.824","3518226163.3166637","3007420387.379","1581897600000"
"589","22",NULL,"2020-02-24 00:00:00",NULL,NULL,"9936.4","8531.88","8411","9990",NULL,"8277.419","144.774","63.244","241.791","97.017","3834682199.6015034","3053113764.95","1582502400000"
"590","22",NULL,"2020-03-02 00:00:00",NULL,NULL,"8530.3","8033.31","8000","9188",NULL,"8267.846","45.836","55.215","154.312","108.476","3340552932.0353546","3029672462.983","1583107200000"
"591","22",NULL,"2020-03-09 00:00:00",NULL,NULL,"8034.76","5361.3","3782.13","8179.31",NULL,"8153.863","-190.09","37.668","-129.136","60.954","7415770282.10866","3385023763.587","1583712000000"
"592","22",NULL,"2020-03-16 00:00:00",NULL,NULL,"5360.33","5816.19","4442.12","6900",NULL,"8062.19","-299.524","42.579","-313.452","-13.927","6710917850.66102","3733689690.273","1584316800000"
"593","22",NULL,"2020-03-23 00:00:00",NULL,NULL,"5816.05","5881.42","5688","6957.96",NULL,"7976.67","-348.124","40.423","-449.083","-100.959","4963224056.186818","3918380699.045","1584921600000"
"594","22",NULL,"2020-03-30 00:00:00",NULL,NULL,"5880.5","6772.78","5857.76","7198",NULL,"7929.458","-302.532","46.668","-479.123","-176.591","4388764837.975918","4091794612.913","1585526400000"
"595","22",NULL,"2020-04-06 00:00:00",NULL,NULL,"6772.78","6903.79","6739.98","7459.69",NULL,"7889.236","-248.125","47.564","-486.748","-238.623","4149639337.0034943","4263122738.701","1586131200000"
"596","22",NULL,"2020-04-13 00:00:00",NULL,NULL,"6903.79","7120.74","6468.27","7293.08",NULL,"7859.099","-184.996","43.904","-469.868","-284.872","3470075398.328409","4226816535.306","1586736000000"
"597","22",NULL,"2020-04-20 00:00:00",NULL,NULL,"7121.4","7693.1","6751","7738",NULL,"7852.589","-96.607","44.259","-405.631","-309.024","3396617806.4314218","4178344292.431","1587340800000"
"598","22",NULL,"2020-04-27 00:00:00",NULL,NULL,"7693.1","8894.16","7606","9460",NULL,"7893.435","43.324","51.41","-254.868","-298.193","6374997759.196763","4480897162.047","1587945600000"
"599","22",NULL,"2020-05-04 00:00:00",NULL,NULL,"8894.15","8722.77","8117","10067",NULL,"7925.958","120.54","46.746","-147.517","-268.057","7191007480.438996","4755639811.362","1588550400000"
